SPECIAL EVENTS CALENDAR 2017,,,,,,,,
,,,,,,,,
UPDATED 28 February 2017,,,,,,,,
,,,,,,,,Buses booked
Day,Date,Type,Event,Kick off,Vehicle Requirement,Tacho,Comments,out by
,,,,,,,,
,,,Reading,,SD High Back Seats,No,Duty 9731 57A 2349 - 0305,Night Chargehand
Mon,270217,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Mon,270217,GWR Rail Repl,Reading and Newbury,,SD High Back Seats,No,Duty 9730 7498A 2119 - 0036,Night Chargehand
Tues,280217,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Tues,280217,GWR Rail Repl,Reading and Newbury,,SD High Back Seats,No,Duty 9730 7498A 2119 - 0036,Night Chargehand
Wed,010317,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Wed,010317,GWR Rail Repl,Reading and Newbury,,SD High Back Seats,No,Duty 9730 7498A 2119 - 0036,Night Chargehand
Thurs,020317,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Thurs,020317,GWR Rail Repl,Reading and Newbury,,SD High Back Seats,No,Duty 9730 7498A 2119 - 0036,Night Chargehand
Fri,030317,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Sat,040317,Football,Wolves,1500,TBA  by Control,No,F40 and  F41,Control
Sat,040317,SWT Rail Repl,Clapham Junction,,DD High Speed,,Duty 9730 701A 0438 - 1700 Breaks 0850 - 0928 & 1220-1258,Night Chargehand
,,week 49,and,,,,Non Driving Time = 1/21,
,,,Chessington South,,DD High Speed,,Duty 9731 701B 1508 - 0235 Breaks 1920-1958 & 2340-0010,Night Chargehand
,,,,,DD High Speed,,Duty 9732 705A 0430 - 1530 Breaks 0720-0758 & 1050-1128,Night Chargehand
,,,,,DD High Speed,,Duty 9733 705B 1338 - 0033 Breaks 1750-1828 & 2120-2158,Night Chargehand
,,,,,DD High Speed,,Duty 9734 707A 0535 - 1630 Breaks 0820-0858 & 1150-1228,Night Chargehand
,,,,,DD High Speed,,Duty 9735 707B 1438 - 0250 Breaks 1850-1928 & 2310-0005,Night Chargehand
,,,,,,,Non Driving Time = 0/54,
Sun,050317,SWT Rail Repl,Hounslow,,DD High Speed,No,"Duty 9730 478A 0602 - 1613 Breaks 1007-1052, 1158-1228",Night Chargehand
,,week 49,,,,,and 1347-1422,
,,,and,,DD High Speed,No,"Duty 9731 478B 1448 - 0112 Breaks 1707-1752, 1858-1928",Night Chargehand
,,,,,,,amd 2047-2122,
,,,Ascot,,DD High Speed,No,Duty 9732 479A 0620 - 1649 Breaks 1018-1118 and 1348-1440,Night Chargehand
,,,,,DD High Speed,No,Duty 9733 479B 1517 - 0141 Breaks 1718-1818 and 2048-2140,Night Chargehand
,,,,,DD High Speed,No,Duty 9734 482A 0547 - 1343 Breaks 0748-0822 and 1107-1152,Night Chargehand
,,,,,DD High Speed,No,"Duty 9735 482B 1228 - 0013 Breaks 1447-1522, 1807-1852",Night Chargehand
,,,,,,,and 2147-2222,
,,,,,DD High Speed,No,Duty 9736 486A 0647 - 1443 Breaks 0848-0922 and 1207-1252,Night Chargehand
,,,,,DD High Speed,No,"Duty 9727 486B 1328 - 0113 Breaks 1547-1622, 1907-1952",Night Chargehand
,,,,,,,and 2247-2322,
Mon,060317,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Tues,070317,Football,Newcastle United,2000,TBA by Control,No, F41,Control
Tues,070317,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Wed,080317,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Thurs,090317,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Fri,100317,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Sat,110317,Rugby Union,Yorkshire Carnegie,1400,TBA by Control,No,,Control
Mon,130317,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Tues,140317,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Wed,150317,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Thurs,160317,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Fri,170317,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Sat,180317,Rugby Union,Cornish Pirates,1400,TBA by Control,No,,Control
Sat,180317,GWR Rail Repl,Twyford and,,SD High Back Seats,No,Duty 9730 49A 2329 - 0154,Night Chargehand
,,,Reading,,SD High Back Seats,No,Duty 9731 52A 2349 - 0305,Night Chargehand
Sun,190317,Reading ½ Marathon,,,TBA,,,
Sun,190317,Private Hire,Kidz Klub,,2 x DD (524/525/526/860),No,KC1 Duty 9760 0730 - 1349 and KC3 Duty 9762 0745 - 1333,Night Chargehand
Mon,200317,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Tues,210317,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Wed,220317,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Thurs,230717,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Fri,240317,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Sat,250317,GWR Rail Repl,Twyford and,,SD High Back Seats,No,Duty 9730 26A 2329 - 0154,Night Chargehand
,,,Reading,,SD High Back Seats,No,Duty 9731 29A 2349 - 0305,Night Chargehand
Sat,010417,Football,Leeds United,1730,TBA by Control,No,F40 and F41,Control
Sat,010417,GWR Rail Repl,Twyford and,,SD High Back Seats,No,Duty 9730 16A 2329 - 0154,Night Chargehand
,,,Reading,,SD High Back Seats,No,Duty 9731 19A 2349 - 0305,Night Chargehand
Mon,030417,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Tues,040417,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Tues,040417,Football,Blackburn Rovers,2000,TBA by Control,No, F41,Control
Wed,050417,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Thurs,060417,Private Hire,Town Centre - UoR,,DD,Yes,Duty 9760 1555 - 1725,Night Chargehand
,,,UoR - Town Centre,,DD,Yes,Duty 9761 2010 - 2130,Night Chargehand
Thurs,070417,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Fri,070417,Private Hire,Town Centre - UoR,,DD,Yes,Duty 9760 0700 - 0905,Night Chargehand
,,,UoR -Blagrave Street,,DD,Yes,Duty 9761 1840 - 2000,Night Chargehand
Fri,080417,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Sat,080417,Private Hire,Town Centre - UoR,,DD,Yes,Duty 9760 0700 - 0905,Night Chargehand
,,,UoR - Station,,DD,Yes,Duty 9761 1640 - 1800,Night Chargehand
Sat,080417,Rugby Union,Rotherham Titans,1500,TBA by Control,,,Control
Mon,100417,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Tues,110417,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Wed,120417,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Thurs,130417,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Fri,140417,Tube Replacement,Wembley Park,,DD High Speed,No,Duty 9730 Early Turn TBA,Night Chargehand
,,TBC,and ,,DD High Speed,No,Duty 9731 Late Turn TBA,Night Chargehand
,,,Rayners Lane,,DD High Speed,No,Duty 9732 Early Turn TBA,Night Chargehand
,,,,,DD High Speed,No,Duty 9733 Late Turn TBA,Night Chargehand
,,,,,DD High Speed,No,Duty 9734 Early Turn TBA,Night Chargehand
,,,,,DD High Speed,No,Duty 9735 Early Turn TBA,Night Chargehand
Sat,150417,Tube Replacement,Wembley Park,,DD High Speed,No,Duty 9730 Early Turn TBA,Night Chargehand
,,TBC,and ,,DD High Speed,No,Duty 9731 Late Turn TBA,Night Chargehand
,,,Rayners Lane,,DD High Speed,No,Duty 9732 Early Turn TBA,Night Chargehand
,,,,,DD High Speed,No,Duty 9733 Late Turn TBA,Night Chargehand
,,,,,DD High Speed,No,Duty 9734 Early Turn TBA,Night Chargehand
,,,,,DD High Speed,No,Duty 9735 Early Turn TBA,Night Chargehand
Sun,180417,Tube Replacement,Wembley Park,,DD High Speed,No,Duty 9730 Early Turn TBA,Night Chargehand
,,TBC,and ,,DD High Speed,No,Duty 9731 Late Turn TBA,Night Chargehand
,,,Rayners Lane,,DD High Speed,No,Duty 9732 Early Turn TBA,Night Chargehand
,,,,,DD High Speed,No,Duty 9733 Late Turn TBA,Night Chargehand
,,,,,DD High Speed,No,Duty 9734 Early Turn TBA,Night Chargehand
,,,,,DD High Speed,No,Duty 9735 Early Turn TBA,Night Chargehand
Mon,190417,Tube Replacement,Wembley Park,,DD High Speed,No,Duty 9730 Early Turn TBA,Night Chargehand
,,TBC,and ,,DD High Speed,No,Duty 9731 Late Turn TBA,Night Chargehand
,,,Rayners Lane,,DD High Speed,No,Duty 9732 Early Turn TBA,Night Chargehand
,,,,,DD High Speed,No,Duty 9733 Late Turn TBA,Night Chargehand
Mon,170417,Football,Rotherham United,1500,TBA by Control,No, F41,Control
Tues,180417,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Wed,190417,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Thurs,200417,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Fri,210417,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9650 (0508 - 1008) (see work ticket),Night Chargehand
,,Vodafone Shuttle,Bracknell - Vodafone,,generic SD or DD,No,Duty 9651 (1513 - 2012) (see work ticket),Night Chargehand
Mon,240417,Chiltern Railways,High Wycombe,,42-seat SD,No,"Duty 9730 61A 2020 - 0230 Breaks 2225-2255, 2325-2355",Night Chargehand
,,Rail Replacement,and Aylesbury,,,,and 0025-0055,
,,TBC,,,42 seat SD,No,Duty 9731 62A 2225 - 0615 Break 0210 - 0420,Night Chargehand
,,,,,42 seat SD,No,Duty 9732 63A 2241 - 0215,Night Chargehand
,,,,,42 seat SD,No,Duty 9733 64A 2305 - 0240,Night Chargehand
Tues,250417,Chiltern Railways,High Wycombe,,42-seat SD,No,"Duty 9730 61A 2020 - 0230 Breaks 2225-2255, 2325-2355",Night Chargehand
,,Rail Replacement,and Aylesbury,,,,and 0025-0055,
,,TBC,,,42 seat SD,No,Duty 9731 62A 2225 - 0615 Break 0210 - 0420,Night Chargehand
,,,,,42 seat SD,No,Duty 9732 63A 2241 - 0215,Night Chargehand
,,,,,42 seat SD,No,Duty 9733 64A 2305 - 0240,Night Chargehand
Wed,260417,Chiltern Railways,High Wycombe,,42-seat SD,No,"Duty 9730 61A 2020 - 0230 Breaks 2225-2255, 2325-2355",Night Chargehand
,,Rail Replacement,and Aylesbury,,,,and 0025-0055,
,,TBC,,,42 seat SD,No,Duty 9731 62A 2225 - 0615 Break 0210 - 0420,Night Chargehand
,,,,,42 seat SD,No,Duty 9732 63A 2241 - 0215,Night Chargehand
,,,,,42 seat SD,No,Duty 9733 64A 2305 - 0240,Night Chargehand
Thurs,270417,Chiltern Railways,High Wycombe,,42-seat SD,No,"Duty 9730 61A 2020 - 0230 Breaks 2225-2255, 2325-2355",Night Chargehand
,,Rail Replacement,and Aylesbury,,,,and 0025-0055,
,,TBC,,,42 seat SD,No,Duty 9731 62A 2225 - 0615 Break 0210 - 0420,Night Chargehand
,,,,,42 seat SD,No,Duty 9732 63A 2241 - 0215,Night Chargehand
,,,,,42 seat SD,No,Duty 9733 64A 2305 - 0240,Night Chargehand
Sat,290417,Football,Wigan Athletic,1500,TBA by Control,No,F40 and F41,Control
Sun,070517,Private Hire,Kidz Klub,,2 x DD (524/525/526/860),No,KC1 Duty 9760 0730 - 1349 and KC3 Duty 9762 0745 - 1333,Night Chargehand
Sun,040617,Private Hire,Kidz Klub,,2 x DD (524/525/526/860),No,KC1 Duty 9760 0730 - 1349 and KC3 Duty 9762 0745 - 1333,Night Chargehand
Sat,100617,Private Hire,Woodley Carnival,,1 x Open Top,Yes,Duty details TBA,
,,,,,1 x orange DD,No,Duty details TBA,
Sun,020717,Private Hire,Kidz Klub,,2 x DD (524/525/526/860),No,KC1 Duty 9760 0730 - 1349 and KC3 Duty 9762 0745 - 1333,Night Chargehand
Thurs,060717,Private Hire,UoR Graduation,,4 x DD,No,TBA,Night Chargehand
Fri,070717,Private Hire,UoR Graduation,,4 x DD,No,TBA,Night Chargehand
Sat,080717,Private Hire,UoR Graduation,,4 x DD,No,TBA,Night Chargehand
Sun,011017,Private Hire,Kidz Klub,,2 x DD (524/525/526/860),No,KC1 Duty 9760 0730 - 1349 and KC3 Duty 9762 0745 - 1333,Night Chargehand
Sun,291017,Private Hire,Kidz Klub,,2 x DD (524/525/526/860),No,KC1 Duty 9760 0730 - 1349 and KC3 Duty 9762 0745 - 1333,Night Chargehand
Sun ,261117,Private Hire,Kidz Klub,,2 x DD (524/525/526/860),No,KC1 Duty 9760 0730 - 1349 and KC3 Duty 9762 0745 - 1333,Night Chargehand
